	9	9	9	http://dbpedia.org/ontology/centuryBreaks
	13	13	13	http://dbpedia.org/ontology/centuryBreaks
	22	22	22	http://dbpedia.org/ontology/centuryBreaks
	87	87	87	http://dbpedia.org/ontology/centuryBreaks
	4	4	4	http://dbpedia.org/ontology/centuryBreaks
	97	97	97	http://dbpedia.org/ontology/centuryBreaks
	4	4	4	http://dbpedia.org/ontology/centuryBreaks
	63	63	63	http://dbpedia.org/ontology/centuryBreaks
	4	4	4	http://dbpedia.org/ontology/centuryBreaks
	160	160	160	http://dbpedia.org/ontology/centuryBreaks
	7	7	7	http://dbpedia.org/ontology/centuryBreaks
	49	49	49	http://dbpedia.org/ontology/centuryBreaks
	60	60	60	http://dbpedia.org/ontology/centuryBreaks
	84	84	84	http://dbpedia.org/ontology/centuryBreaks
	48	48	48	http://dbpedia.org/ontology/centuryBreaks
	2	2	2	http://dbpedia.org/ontology/centuryBreaks
	7	7	7	http://dbpedia.org/ontology/centuryBreaks
	1	1	1	http://dbpedia.org/ontology/centuryBreaks
	23	23	23	http://dbpedia.org/ontology/centuryBreaks
	6	6	6	http://dbpedia.org/ontology/centuryBreaks
