	61	61	61.0	http://dbpedia.org/ontology/mainspan
	500	500	500.0	http://dbpedia.org/ontology/mainspan
	120	120	120.0	http://dbpedia.org/ontology/mainspan
	25	25	25.0	http://dbpedia.org/ontology/mainspan
	79	79	79.0	http://dbpedia.org/ontology/mainspan
	155	155	155.0	http://dbpedia.org/ontology/mainspan
	150	150	150.0	http://dbpedia.org/ontology/mainspan
	65	65	65.0	http://dbpedia.org/ontology/mainspan
	150	150	150.0	http://dbpedia.org/ontology/mainspan
	15	15	15.0	http://dbpedia.org/ontology/mainspan
	90	90	90.0	http://dbpedia.org/ontology/mainspan
	25	25	25.0	http://dbpedia.org/ontology/mainspan
	500	500	500.0	http://dbpedia.org/ontology/mainspan
	38	38	38.0	http://dbpedia.org/ontology/mainspan
	32	32	32.0	http://dbpedia.org/ontology/mainspan
	180	180	180.0	http://dbpedia.org/ontology/mainspan
	130	130	130.0	http://dbpedia.org/ontology/mainspan
	15	15	15.0	http://dbpedia.org/ontology/mainspan
	32	32	32.0	http://dbpedia.org/ontology/mainspan
	96	96	96.0	http://dbpedia.org/ontology/mainspan
