	101	101	101	http://dbpedia.org/ontology/numberOfStudents
	84	84	84	http://dbpedia.org/ontology/numberOfStudents
	52	52	52	http://dbpedia.org/ontology/numberOfStudents
	91	91	91	http://dbpedia.org/ontology/numberOfStudents
	32	32	32	http://dbpedia.org/ontology/numberOfStudents
	175	175	175	http://dbpedia.org/ontology/numberOfStudents
	86	86	86	http://dbpedia.org/ontology/numberOfStudents
	55	55	55	http://dbpedia.org/ontology/numberOfStudents
	145	145	145	http://dbpedia.org/ontology/numberOfStudents
	16	16	16	http://dbpedia.org/ontology/numberOfStudents
	97	97	97	http://dbpedia.org/ontology/numberOfStudents
	66	66	66	http://dbpedia.org/ontology/numberOfStudents
	26	26	26	http://dbpedia.org/ontology/numberOfStudents
	93	93	93	http://dbpedia.org/ontology/numberOfStudents
	0	0	0	http://dbpedia.org/ontology/numberOfStudents
	56	56	56	http://dbpedia.org/ontology/numberOfStudents
	37	37	37	http://dbpedia.org/ontology/numberOfStudents
	1	1	1	http://dbpedia.org/ontology/numberOfStudents
	12	12	12	http://dbpedia.org/ontology/numberOfStudents
	35	35	35	http://dbpedia.org/ontology/numberOfStudents
